,labels,sentences
489961,0,"okay.. hmm, Plan B. i must sell something.. hahaha!! need to get like 372.90. got about 20 right now  wtf! hahaha, hmm.. guitar? No!!"
1175525,1,1
1566059,1,1
1070456,1,1
1160774,1,1
669021,0,@zocore why zo? 
1493216,1,1
1388862,1,1
727450,0,Sidekickin it right now... But damn I miss my blackberry... 
528982,0,Have to wash clothes and curtains today. 
126105,0,"is so ridiculously happy, she just wants to dance about and sing... Maths exam? Oh yes... I forgot "
217157,0,bad dayy..i knew it would be 
185905,0,@micaslopez123 aww..... we'll miss you too! we'll miss you in the recital 
1367934,1,1
574901,0,i have to go study ........ again 
239020,0,"@Pickering About the song I liked too, but I prefer him singing without U2 seems nicer for me.. "
1123971,1,1
97057,0,My brother just got home from L.A. I missed him sooo much. But his friends came over in a jiffy so I didnt get to hang out with him! 
917197,1,1
648193,0,@mattkaar mine has been activating for about an hour now! 
197515,0,"Missing my second hubby, wish he'd come see me soon.  Yes I got 2 hubbys lol"
720380,0,im in trouble 
458511,0,DAMMIT. DAMMIT. DAMMIT. *Bangs head on desk* 
830552,1,1
849054,1,1
942351,1,1
668976,0,The tree in the front yard is gone... But it took the tv and Internet with it. 
1115434,1,1
977533,1,1
1243478,1,1
988486,1,1
456034,0,a week from today 
492847,0,I already look like a lobster and its only June 15! 
629599,0,so when i was walking the pups today...a bird pooped on me  that was my story for the day...sad day...
1520972,1,1
902022,1,1
823193,1,1
599140,0,Woke up to study. I hate my life 
1122215,1,1
59610,0,My candy bag is almost empty.. how sad!  haha!
1317642,1,1
699226,0,"Sadly, I'd have to agree that may be the best. "
924283,1,1
872343,1,1
218581,0,@iDREAMofMIMI i was hungry 
623430,0,The catalog of disasters continues. The plumber didn't run up so we still have no water and my mum and dad's TV went pop...no picture. 
95645,0,Wishes she was in tulsa with her best friends 
1225653,1,1
336849,0,I want the sun to come back 
187117,0,Very sad that Leno's reign is over 
249329,0,The rain won't stop 
1090700,1,1
1059300,1,1
97668,0,"Today is the day.... Low expectations, tho "
875049,1,1
1162409,1,1
199152,0,@ddlovato hey demi =D I answered by the official Twitter so once demi please love you too girl  !!!!
434372,0,"Awe, farmers market! Why does my town have to be so sucky "
953930,1,1
1523895,1,1
1470251,1,1
623453,0,Sooooooooo boreddddd.i hate long car ridesss! 
427309,0,Better get back to work I suppose... 
705712,0,So sick right now 
697245,0,Almost started crying after bfast. DA was my vid game / volleyball / MMORPG / tv / movie buddy. Really gonna miss him 
1573843,1,1
790954,0,"@designnewb that sucks, dude "
763378,0,"Hey fellow tweets, I'll be back in a little while, I have some running around to do (hopefully no upset tummy along the way "
99860,0,@rana__xx eww kebab  aww. I wish I was there to comfort you . Throwing up sucks :l
1014988,1,1
1051576,1,1
171930,0,"God, I'll miss my bf so fuckin' much!  It's only 2 months now *snï¿½ff*"
236765,0,Just got up. Had an awful dream. 
1298444,1,1
226972,0,back hurts 
327262,0,@justinjwilliams haha i was just workin' on that! I cant find my psd file 
363444,0,it's such a great day. wish i felt better 
1435052,1,1
264944,0,@shaundiviney not me probably  xxxxx
509658,0,"HLSL somehow thinks that an implicit, destructive cast from float to bool is a good idea. PIX debugger shows bools as floats, too "
647624,0,I want #layar pretty cool! But just for the Netherlands  should I move?
765261,0,"feelingg like shit ., sometimes i hate my life "
8190,0,@HilaryAnnDuff wish I could view it on my phone 
533555,0,It's raining and I'm missing you 
252135,0,I'm pretty confused but in that good kinda way. Also hoping that she will talk to me soon. I miss her 
79272,0,Currently at a very boring quinceneara 
1020877,1,1
322570,0,is thinking i need a vacation 
970403,1,1
1580534,1,1
944138,1,1
633822,0,@mushoomoo thanks! I hope my family will be fine 
177668,0,Just got my marks...  BCIT is the death of me I swear!
440436,0,@thedreamteam09 Daammnn I'm @ work! Maybe nxt week! 
1386888,1,1
182893,0,"@russianassassin ohhhhhhhh, good point. international charges suck  i would want an iphone, but i have a touch already &amp; AT&amp;T sucks in NYC"
1228689,1,1
1387125,1,1
490539,0,@KitaF I never recieved them so u don't know 
152635,0,@officialcharice I Wanna See You Sing It There. 
405163,0,OMG!! Dulce Maria deleted her Twitter!!! 
1019073,1,1
885581,1,1
897324,1,1
427972,0,Hi have not twitted for a few days. Been on the phone to the stupid bank police and insurance my 42in LCD was stollen 
1488003,1,1
1211870,1,1
194822,0,Laying on my bed watch T4 missing my girlfriend epic 
159273,0,had a nightmare about my dissertation's results... urgh 
1498582,1,1
13660,0,@fi69 What's wrong? 
214870,0,"@alisonhogarth it was only 3 quotes, they dont mean shit unless i write the other half of the essay "
54810,0,&quot;Obsessed&quot; was good!! hanging out wit my girls is the best! too bad i didn't c my boo thang  ... lol
1219010,1,1
918845,1,1
1278343,1,1
766294,0,Just found out the CNN bureau in Boston doesn't have interns... 
755533,0,"Jon and Kate  it was so depressing.. and they kept saying it would of happened the same way with or without the show, I beg to differ."
220112,0,Also...how am I supposed to shower w/no shower curtain? The shower rod broke  I tried yest &amp; got water all over the floor lol
82451,0,"I NEED freezing cold Irn Bru out a glass bottle, the plastic bottles here in Ireland just no the same "
1128539,1,1
696985,0,Beers have arrived but I'm driving hoome  Boo! #localgovcamp #fail
109405,0,is gonna have to get lots of revision done today seeing i have about 7 hours worth of exams this week 
1233293,1,1
466710,0,@_Miss_Mia_  just reminded me I forgot to remove my LM air freshener &amp; taxdisc holder when I sold my passat! Argh!!!!
1353837,1,1
189521,0,needs to stop updating about how hurt and upset I am. I actually let a fool like you ruin my weekend. I hate saying that I hate you 
1056323,1,1
448874,0,@omid9 Lol ... Tbh .. i hated her .. she shouldnt of won 
437686,0,"@fiddlecub Well, I SAW you plenty at E3, nestled next to the rest of the GS crew in your fishbowl war room. Never got to say Hi, though. "
29968,0,Was going to do resin but then a friend popped over for a 4hr chat....Too cold now.  Time for banananana bread!
765809,0,"Mom decided to move my SK box to God knows where in this house! Therefore, I have no cords to hook it to my laptop "
141676,0,@rialistic I watched the last 10 mins  Faiiil.
387548,0,back to business revision people  be bak in a few mins ...
835124,1,1
1111490,1,1
839007,1,1
588349,0,I hate my car.  
1278642,1,1
1377675,1,1
1013820,1,1
18692,0,Fuck! I'm an emo 
1579852,1,1
110119,0,They have nobody users in this web site 
474704,0,Got me a Dolce last night! Yessirrrr!! (Passed up the Chanel tho  ...ehhh..can't have em all!)
923115,1,1
1016636,1,1
50552,0,Pala sakit ama assignment yang super banyak  what a weekend &gt;.&lt;
1514216,1,1
239165,0,house insepction in the AM - and house not ready. sick bubba needs me more 
541732,0,Ugh. I don't wanna have any more celebrity crushes. Cuz I get in my feelings like I really know them. I don't like it. 
900939,1,1
1542261,1,1
917956,1,1
771923,0,Cleaning other people's messes... again  
1511372,1,1
1413361,1,1
127539,0,im on the buss 
186688,0,Leaving on a jet plane I KNOW when I'll be back again ;-) So sad to leave... 
1403773,1,1
1348525,1,1
1327799,1,1
1295715,1,1
71044,0,I just dropped off my baby at grade school for the first time and she didn't even care that I left... sniffle sniffle 
528580,0,Today I just missed a training program for a sales officer in a bank  I shouldn't have given it up for something cliche ;(
761260,0,"@barbchamberlain I've been having trouble *following* people lately, annoying "
1290113,1,1
1011280,1,1
229371,0,sleeping. tomorrow im gonna be at a baby birthday party.. i forgot all about it 
103088,0,Slept like crap  working all day again 6 days a week sucks
1180487,1,1
1471663,1,1
972281,1,1
653531,0,"Busy day, haven't had much time to do anything, tweets are short and not often today "
1056374,1,1
383122,0,I'm too tired to drive home  making beads will have to wait another week
1065937,1,1
577281,0,"@xconway I couldn't agree more, hehe! I'm tired  And it's really humid. Think a storm is coming! How are you?"
362126,0,"@sinalicous @JKlover @DWEENALUVSNKOTB @LuckyStar71 @missava @Blancaes69 thank you  she was in terrible pain, I wanted to help her so badly"
180088,0,@BrooklynHilary that's the worst! 
973272,1,1
1473691,1,1
1439394,1,1
1351021,1,1
1231421,1,1
192292,0,My brother got his update for his G1 and I ain't got shit 
1102007,1,1
1223095,1,1
84182,0,is getting ready for work. unwillingly 
1285571,1,1
473377,0,My throat hurts 
367940,0,"Productive as hell day,money keeps u move n and DAMN Its been a long ass time!!!! Whoa, got some needed items, nw 4 tha clothes washing "
1353113,1,1
113097,0,is really bored 
790360,0,stupid boys..they're so..STUPID! 
984381,1,1
375748,0,@tommcfly could u visit Peru just for a day? its right above Chile and next to Brazil! pleaseeee 
398469,0,few the posy have arrived.. bedroom here i come. 
639211,0,Should probably go to bed soon since I have to wake up fairly soon tomorrow. What happened to sleeping in? I've done it once while sick 
1508351,1,1
752063,0,@jennymonster But I have no money!  
128132,0,Not a huge Jack State fan 
575414,0,"Is gutter that everyone seem's to be going to see take that, but yet im sat at home "
980671,1,1
1067032,1,1
460810,0,on my way back to nj... boo. 
150082,0,"@rohloffc the mosquitoes took over the coarse, we only did 5 holes "
893464,1,1
937702,1,1
253656,0,missin my princess 
424191,0,Torrents have pretty much been replaced by music blogs + fileshare sites for albums &amp; anything under a gb. Sorry RIAA 
279603,0,A squirrel got caught in the mouse trap 
1482478,1,1
759066,0,"back is gettin better still need a walker, no good for softball wednesday and im prolly out for the tourney saturday "
444190,0,reeli wants to go to saving aimee  ..... friday shud be good though i hope :-P xx
598380,0,I really dislike the fact that I am being charged 21 dollars a month for my second Comcast DVR when I was told it would be 16. Phone call 
715435,0,"@c0z it is pretty nice, but this is the last game here. not enough turn out. "
38072,0,"Being made to listen to radio one against my will. God, I'm officially old... "
862644,1,1
665843,0,"@michellelynn69 A bit, yes! "
882328,1,1
795678,0,@chlojo I'm tired and nowhere near home time 
933427,1,1
297544,0,@uncyherb LOL.  I don't hate anyone.  I just feel pity for you lesser people.  Your life makes me sad.  
11959,0,"67 degrees, but here comes the rain  "
963077,1,1
355670,0,"Still worried about x-rays and blood tests, I hope there's nothing wrong with me  and it would be nice to know what's wrong with my liver!"
1005527,1,1
1207659,1,1
107643,0,I can't be bothered to do ANYTHING today. Rain makes me feel sad. 
710262,0,@jeanniffer you are the only one missing here 
1005481,1,1
947160,1,1
900965,1,1
494005,0,@vote_sameh aw  i hate waiting
1418743,1,1
135647,0,Is in misery. It's too hot to sleep and the pollen is killing me. But I can't shut the window because it's too hot 
328664,0,I really wish I was going to the Sigma reunion 
1519266,1,1
991004,1,1
1036301,1,1
1153548,1,1
734168,0,"@putmeonit Ah I see yeah, I pulled it using an RSS reader, cant work out any other way "
757214,0,"OMG, it's raining and hailing here!!!  Noooo!!!!  And it's supposed to be like this for the rest of the week?!!  Ugghh... "
207382,0,@SanjanaSharma Lower Parel office ryt ? I got a offer from them to work in supply chain project ....but the locationwas too far - Biwandi 
166934,0,@raczilla nice beta for easports still no news on the online for madden 
1059596,1,1
474421,0,"wonders why she bothers...on more antibiotics, feel like shit, have writers block "
288550,0,I should not be watching this movie. My little heart can't take this kind of scaryness. 
54381,0,is really feeling shitty today 
1014024,1,1
1150844,1,1
530895,0,wishes his job had health insurance benefits 
1012411,1,1
965796,1,1
126820,0,"is going to have dinner alone, with Claire. "
219090,0,@kevis45 oye! why are you so mean?! 
1294646,1,1
1225487,1,1
1039892,1,1
1447516,1,1
214162,0,@miamii Sorry  Skype right now?
1577299,1,1
554698,0,has had a very unusual day  hope jess' mum is okay after the accident
912117,1,1
1527945,1,1
119378,0,Craving the SideKick 2009. Too bad I don't have one. 
979247,1,1
687758,0,it's raining so heavily now with thunder and what not OH MY GOD IM ALONE AT HOME 
348888,0,@djscuba  hope you get well soon!
794550,0,why do people insist on talking about the stupid prom. IM NOT INTERESTED. and i cant be dealing with people who cancel plans last minute! 
949844,1,1
245968,0,My throat is so itchy 
468639,0,the poor kinsella family 
1521335,1,1
272512,0,Never. Went. To. Sleep. Not a good way to start the week. Redbull for me. 
256559,0,"@bmacthequeen Send Me The Link To That Jerk Song You Made...I Accidentally Deleted Out My Computer ,  !"
466392,0,@_Alectrona_ I bet you smiling looks wonderful! Im fine thanks..at work and its grey clouds 
1192469,1,1
1445696,1,1
42144,0,im going to be sooo lost without twitter tonight and tomorrow 
109507,0,"@monabarry it was! Lol. Jordan was big, hehehehe. Jon was stumpy  And Donnie, the tease, put his in between his legs, smiling at the cam!"
112964,0,dealing with WAY too much drama 
1033563,1,1
1324967,1,1
962386,1,1
773723,0,@GorgeousBorjas Damn him what an ass. He sure knows how to mess up a good night. 
952472,1,1
389192,0,@aarthycrazy mine is HCL. Planning to get an apple for my bday but its only in october 
1520000,1,1
776274,0,"Nap was good, but still feeling sick; damn stomach pain and nose allergies. "
